start_date;end_date;created_on;lat;lon;l1;l2;l3;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;title;description;property_type;operation_type
17/10/2019;27/10/2019;17/10/2019;-34.59761313;-58.41668764;Argentina;Capital Federal;Palermo;2;1;1;49;41;169000;USD;Oportunidad - CON COCHERA !! Excelente ubicación !;Para Visitarlo contactarse al 01161534481 Marta ( mensajes o whatsapp) Excelente ubicación a una cuadra y media de av. Córdoba y una de la universidad de Palermo. El departamento cuenta buena distribución, tiene doble mesada ,  cocina a GAS ,  baño completo impecable, Piso de Madera Laqueada-   Balcón corrido cómodo  .  Vista abierta y muy luminoso. !  TODO SOL DE MAÑANA - EL VALOR INCLUYE COCHERA-(La cochera es en P.B , no tiene elvador ni rampa , ademas en el sector cochera se pueden guardar bicicletas) Edificio con Pileta en la terraza y sector Solarium- Sum con cocina y parrilla y Laundry - Posee aire acondicionado split frio/calor.Listo para mudarse - Entrega inmediata-Coordinar visita ***** Contacto: Celular: 11 o 01161534481 Marta ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.59761313;-58.41668764;Argentina;Capital Federal;Palermo;2;1;1;49;41;169000;USD;Oportunidad - CON COCHERA !! Excelente ubicación !;Para Visitarlo contactarse al 01161534481 Marta ( mensajes o whatsapp) Excelente ubicación a una cuadra y media de av. Córdoba y una de la universidad de Palermo. El departamento cuenta buena distribución, tiene doble mesada ,  cocina a GAS ,  baño completo impecable, Piso de Madera Laqueada-   Balcón corrido cómodo  .  Vista abierta y muy luminoso. !  TODO SOL DE MAÑANA - EL VALOR INCLUYE COCHERA-(La cochera es en P.B , no tiene elvador ni rampa , ademas en el sector cochera se pueden guardar bicicletas) Edificio con Pileta en la terraza y sector Solarium- Sum con cocina y parrilla y Laundry - Posee aire acondicionado split frio/calor.Listo para mudarse - Entrega inmediata-Coordinar visita ***** Contacto: Celular: 11 o 01161534481 Marta ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario;Departamento;Venta
17/10/2019;31/12/9999;17/10/2019;-34.583199;-58.4337084;Argentina;Capital Federal;Palermo;2;1;1;54;54;240000;USD;Se vende lindo departamento nuevo,  2 ambientes Palermo Hollywood,con cochera.;Edificio nuevo de 8 pisos,  linda y exclusiva zona, posee un  pequeño SUM y pileta en la terraza. Próximo a escriturarse. Se vende con una cochera fija.Cantidad de ascensores 1, piso 5, posición al frente.Consta de  living comedor , cocina,  balcón, amplio  dormitorio, un baño completo,se vende totalmente amoblado, cocina equipada, lavarropas ,2 aires acondicionados frío calor, piso porcelanato, persianas.La intermediación y la conclusión de las operaciones serán llevadas a cabo por el corredor matriculado Maximiliano José Magendie Lynch C.U.CI.C.B.A 7479/ C.M.C.P.S.I 6158;Departamento;Venta
17/10/2019;15/11/2019;17/10/2019;-34.5777457;-58.4310853;Argentina;Capital Federal;Palermo;2;1;1;46;40;145000;USD;U$S 145.000 - 2 amb en Duplex - Palermo - Charcas 5200 (LuS);Charcas 5200Palermo2 ambientes en Dúplex.45.68 m2 totales.Disposición: Frente.Orientación: Norte.Apto Profesional.NO APTO CREDITO.Living comedor con pisos flotantes.Amplios ventanales salida a balcón.Aire acondicionado Frío - Calor.Balcón con deck y toldo sun screen. Cocina integrada.Conexión para lavarropas.Cocina con horno a gas.Dormitorio en 2° nivel.Alfombrado. Balconea al living. Baño completo con bañera (Sólo 1 sólo baño en 2° nivel)Edificio de 5 pisos 8 departamentos por piso._____________________________CONSIDERACIONES GENERALES:PARA ALQUILERES TEMPORARIOS: Consultar disponibilidad y condiciones. Indicar tiempo de estadía y cantidad de pasajeros.PARA VENTAS: La presente oferta de venta está condicionada a la obtención del COTI por parte del propietario (Resol. AFIP 2371).Observaciones: Las superficies y medidas expresadas son aproximadas y se exponen al sólo efecto orientativo, las definitivas surgirán de la escritura y/o planos aprobados de la propiedad. Las Expensas e impuestos son valores aproximados.PARA ALQUILERES TRADICIONALES A 2 AÑOS: En el caso de alquileres tradicionales  por contratos de 24 meses: “Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes”.-Consultar por alquileres para Expatriados, Embajadas, Cuerpo Diplomático y Empresas.;Departamento;Venta
17/10/2019;27/11/2019;17/10/2019;-34.59616629;-58.41538328;Argentina;Capital Federal;Palermo;1;1;1;49;41;169000;USD;ÚNICO  - CON COCHERA !! Excelente ubicación !;Para Visitarlo contactarse al 01161534481 Marta ( mensajes o whatsapp) Excelente ubicación a una cuadra y media de av. Córdoba y una de la universidad de Palermo. El departamento cuenta buena distribución, tiene doble mesada ,  cocina a GAS ,  baño completo impecable, Piso de Madera Laqueada-   Balcón corrido cómodo  .  Vista abierta y muy luminoso. !  TODO SOL DE MAÑANA - EL VALOR INCLUYE COCHERA-(La cochera es en P.B , no tiene elvador ni rampa , ademas en el sector cochera se pueden guardar bicicletas) Edificio con Pileta en la terraza y sector Solarium- Sum con cocina y parrilla y Laundry - Posee aire acondicionado split frio/calor.Listo para mudarse - Entrega inmediata-Coordinar visita ***** Contacto: Celular: 11 o 01161534481 Marta ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5917173;-58.4177606;Argentina;Capital Federal;Palermo;2;1;1;51;43;213000;USD;Soler 4000 Palermo 2amb U$213.000 Apto Cred y Prof;Apto crédito. Apto profesional. Departamento de 2 ambientes, al contrafrente. 3º piso. Superficie total de 51m², cubierta de 43m² y descubierta de 8m². Un dormitorio, un baño completo. Living-comedor, cocina eléctrica. Aire acondicionado split (frio-calor) en salón y en dormitorio. Balcón. Agua caliente central. Excelente estado, muy luminoso. Pisos de cerámica. Antigüedad 7 años. Expensas $5.000 (octubre 2019). Edificio de 4 pisos, 7 departamentos por piso aprox. Amenities: piscina, sauna, vigilancia, gimnasio, SUM, laundry. Se puede charlar para venderlo amoblado. Colectivos: 15, 29, 36, 39, 57, 92, 110, 111, 128, 141, 160, 188.Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-Solo para Alquileres, Ley 5859 art 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos de vivienda que sean personas físicas, y el monto máximo de comisión que se le puede requerir a los propietarios será 4,15 % del valor total del respectivo contrato. --Te ofrecemos nuestro SERVICIO de GESTIÓN DE CRÉDITO HIPOTECARIO - SIN COSTO ADICIONAL -- Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del titulo o plano de mensura.-Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.--;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5796724;-58.4002472;Argentina;Capital Federal;Palermo;2;1;2;81;76;410000;USD;Nuevo Ingreso Palacio Bellini Alquiler;"Excelente departamento de dos ambientes de 81m2Cochera opcional U$S 50.000cocina semi integrada con islaToilette y placard de recepción.Dormitorio en suite ocn vestidor.Balcón corrido a la pileta con deck.La instalación para calefacción/ aire acondicionado es individual y central para el departamento, mientras que el servicio de agua caliente es central.Todas las Aberturas son de PVC con vidrio de aislamiento térmico reforzado. Todos los ambientes con AA frío/calor. Palacio Bellini El área de amenities ocupa una importante superficie de 2000m2 con pileta de Natación, con servicio de guardavidas y toallas. Salón de fiestas para 300 personas con cocina propia, baños, Gym con servicio de toallas, Sauna con área de relax y masajes, microcine, Bussines center, seguridad 24hs.Excelente ubicación en el Barrio de Palermo Chico, ubicado en un importante predio de 5000m2 el cual ofrece residencias, estudios u oficinas, el hotel, los locales y las cocheras para uso público. A una cuadra de Avenida Las Heras y a cuatro de Avenida Libertador. Zona residencial con edificaciones de gran categoría, y mucha vegetación autóctona, cercano Plaza Alemania, Bosques de Palermo, La Rural, el EcoParque, Campo Hípico Militar, el Jardín Botánico, Monumento de los Españoles, Palacio Errázuriz, hoy Museo de Arte Decorativo, o la actual Embajada de España. Cercano al Shopping ""Alcorta"" y ""Alto Palermo"".La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (COTI), de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.) por parte del propietario.Ante cualquier duda comunicarse al  o vía mail a ";Departamento;Venta
17/10/2019;27/11/2019;17/10/2019;-34.59761313;-58.41668764;Argentina;Capital Federal;Palermo;2;1;1;49;41;169000;USD;Oportunidad - CON COCHERA !! Excelente ubicación !;Para Visitarlo contactarse al 01161534481 Marta ( mensajes o whatsapp) Excelente ubicación a una cuadra y media de av. Córdoba y una de la universidad de Palermo. El departamento cuenta buena distribución, tiene doble mesada ,  cocina a GAS ,  baño completo impecable, Piso de Madera Laqueada-   Balcón corrido cómodo  .  Vista abierta y muy luminoso. !  TODO SOL DE MAÑANA - EL VALOR INCLUYE COCHERA-(La cochera es en P.B , no tiene elvador ni rampa , ademas en el sector cochera se pueden guardar bicicletas) Edificio con Pileta en la terraza y sector Solarium- Sum con cocina y parrilla y Laundry - Posee aire acondicionado split frio/calor.Listo para mudarse - Entrega inmediata-Coordinar visita ***** Contacto: Celular: 11 o 01161534481 Marta ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario;Departamento;Venta
17/10/2019;31/10/2019;17/10/2019;-34.6036844;-58.3815591;Argentina;Capital Federal;Palermo;2;1;1;47;47;115000;USD;Departamento de 2 ambientes en Venta en Palermo;Excelente departamento de dos ambientes, primer piso por escalera, muy amplio y luminoso. Posee una superficie cubierta de 47 mts2. La unidad nos brinda amplias ventanas en cada uno de sus ambientes tanto en el living,  el dormitorio(Con placard) , cocina y baño. Muy buena distribución, piso parquet en perfecto estado de conservacion.- El edificio se encuentra muy bien conservado con una interesante terraza de uso común. El departamento cuenta con una cocina amplia y separada, con lugar para colocar el lavarropa.  Posibilidad de integrar la cocina dándole un aspecto a moderno muy interesante y - Se deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad.;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5925201;-58.4228045;Argentina;Capital Federal;Palermo;1;1;1;24;24;85000;USD;Gascón 1500 Palermo 1amb U$85.000 Apto Prof;Apto profesional. No apto crédito. Monoambiente interno. 2º piso. Superficie cubierta y total de 24m². Cocina independiente, lavadero y baño completo. Aire acondicionado frio/calor. Buen estado, poco luminoso. Pisos de cerámica. Antigüedad 40 años. Expensas $2.500 (octubre 2019). Edificio de 10 pisos, 5 departamentos por piso. Colectivos: 15, 36, 39, 57, 106, 109, 110, 140, 141, 151, 160, 168.Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-Solo para Alquileres, Ley 5859 art 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos de vivienda que sean personas físicas, y el monto máximo de comisión que se le puede requerir a los propietarios será 4,15 % del valor total del respectivo contrato. --Te ofrecemos nuestro SERVICIO de GESTIÓN DE CRÉDITO HIPOTECARIO - SIN COSTO ADICIONAL -- Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del titulo o plano de mensura.-Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.--;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5895185;-58.4158288;Argentina;Capital Federal;Palermo;2;1;1;57;57;145000;USD;Jerónimo Salguero 1800 Palermo 2amb U$145.000 Apto Prof;Apto profesional. No apto crédito. Departamento de 2 ambientes, al contrafrente. 2º piso. Superficie cubierta y total de 57m². Un dormitorio, un baño completo. Living-comedor, cocina. Muy buen estado, muy luminoso. Dos aires acondicionados y ventiladores de techo. Pisos de parquet.Edificio de 3 pisos, 4 departamentos por piso. Dos cuerpos total 24 unidades. Expensas $4.500 (octubre 2019). Antigüedad 50 años. Colectivos: 12, 15, 29, 36, 39, 57, 64, 68, 92, 110, 111, 128, 141, 152, 160, 188, 194.Subtes: BULNES (Línea D).Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-Solo para Alquileres, Ley 5859 art 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos de vivienda que sean personas físicas, y el monto máximo de comisión que se le puede requerir a los propietarios será 4,15 % del valor total del respectivo contrato. --Te ofrecemos nuestro SERVICIO de GESTIÓN DE CRÉDITO HIPOTECARIO - SIN COSTO ADICIONAL -- Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del titulo o plano de mensura.-Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.--;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;;;Argentina;Capital Federal;Palermo;2;1;1;42;38;169000;USD;Precioso Departamento con cochera  Zona universidad de Palermo!;Excelente ubicación a una cuadra y media de av. Córdoba y una de la universidad de Palermo. El departamento cuenta baño completo con ventilación natural  y cocina cómoda con posibilidad de extractor . Vista abierta y muy luminoso. El valor incluye cochera ! Edificio con Pileta en la terraza y sector solarium- Sum y Laundry - Posee aire acondicionado split frio/calor.Coordinar visita ***** Contacto: Celular: 11 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5846981;-58.4425066;Argentina;Capital Federal;Palermo;1;1;1;35;34;135500;USD;Av Cnel Niceto Vega 5900 Palermo 1amb c/amen U$135.500;Monoambiente a estrenar, al contrafrente. 6º piso. Superficie total de 35m², cubierta de 34m² y descubierta de 1m². Cocina incorporada, baño completo. Balcón. Vista abierta. Pisos de porcelanato. Edificio de 10 pisos, 6 departamentos por piso. Amenities: piscina, espacios verdes, vigilancia 24hs, SUM, gimnasio, terraza con parrillas, laundry.Colectivos: 39, 93, 108, 111, 140, 151, 168.Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-Solo para Alquileres, Ley 5859 art 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos de vivienda que sean personas físicas, y el monto máximo de comisión que se le puede requerir a los propietarios será 4,15 % del valor total del respectivo contrato. --Te ofrecemos nuestro SERVICIO de GESTIÓN DE CRÉDITO HIPOTECARIO - SIN COSTO ADICIONAL -- Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del titulo o plano de mensura.-Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.--;Departamento;Venta
17/10/2019;28/10/2019;17/10/2019;-34.5886811;-58.4179838;Argentina;Capital Federal;Palermo;2;1;1;40;40;130000;USD;Julián Álvarez 2200 Palermo 2amb U$130.000 Apto Prof;Apto profesional. No apto crédito. Departamento reciclado de 2 ambientes, al contrafrente. 1º piso. Superficie cubierta y total de 40m². Un dormitorio, un baño completo. Living-comedor, cocina. Excelente estado, muy luminoso. Baulera. Calefacción por losa radiante, aire acondicionado. Pisos de parquet. Expensas $3.000 (octubre 2019). Edificio de 9 pisos, 5 departamentos por piso. Antigüedad 50años. Apto mascotas. Opcional amoblado. Terraza compartida. Portero doble turno. Cámaras de seguridad en el edificio.Colectivos: 12, 15, 29, 36, 39, 57, 64, 68, 110, 111, 141, 152, 160, 188, 194.Subtes: R.SCALABRINI ORTIZ (Línea D).Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-Solo para Alquileres, Ley 5859 art 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos de vivienda que sean personas físicas, y el monto máximo de comisión que se le puede requerir a los propietarios será 4,15 % del valor total del respectivo contrato. --Te ofrecemos nuestro SERVICIO de GESTIÓN DE CRÉDITO HIPOTECARIO - SIN COSTO ADICIONAL -- Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del titulo o plano de mensura.-Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.--;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.580337;-58.4320659;Argentina;Capital Federal;Palermo;1;1;1;43;38;170000;USD;Fitz Roy 2200 Palermo 1amb c/amen U$170.000 Apto Prof;Apto profesional. Monoambiente al contrafrente. 4º piso. Superficie total de 43m², cubierta de 38m² y descubierta de 5m². Cocina incorporada, baño completo. Excelente estado, muy luminoso. Pisos flotantes. Antigüedad 3 años. Expensas $6.000 (octubre 2019), incluyen ABL y Aysa. Amenities: piscina climatizada, parrillas, gimnasio, jacuzzi, sauna seco y ducha escocesa, vestuarios, laundry, SUM, sala de lectura con WiFi. Vigilancia 24hs. Con renta hasta octubre 2020. Edificio con triple frente, y un único cuerpo. Colectivos: 12, 15, 29, 34, 39, 41, 55, 57, 59, 60, 64, 67, 68, 93, 95, 108, 111, 118, 152, 161, 166, 194.Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-Solo para Alquileres, Ley 5859 art 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos de vivienda que sean personas físicas, y el monto máximo de comisión que se le puede requerir a los propietarios será 4,15 % del valor total del respectivo contrato. --Te ofrecemos nuestro SERVICIO de GESTIÓN DE CRÉDITO HIPOTECARIO - SIN COSTO ADICIONAL -- Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del titulo o plano de mensura.-Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.--;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5626611;-58.4653506;Argentina;Capital Federal;Belgrano;2;1;1;57;46;196100;USD;Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura;Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5626611;-58.4653506;Argentina;Capital Federal;Belgrano;2;1;1;57;46;181800;USD;Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura;Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.;Departamento;Venta
17/10/2019;31/12/9999;17/10/2019;-34.5626611;-58.4653506;Argentina;Capital Federal;Belgrano;2;1;1;31;31;114300;USD;Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura;Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.;Departamento;Venta
17/10/2019;5/12/2019;17/10/2019;-34.57383455;-58.45037784;Argentina;Capital Federal;Belgrano;1;1;1;43;37;151500;USD;Precioso departamento a Estrenar  con Cochera ;Original Fresco y Moderno Edificio , Ubicado cerca de Av. Córdoba, de Jorge Newbery y  a metros de Cramer y  Federico Lacroze. Para visitas Contactar a Marta: Celular: 1561534481- Excelente Oportunidad para vivir o para renta !!El departamento tiene 36,8 metros fácilmente divisible,  o para usar tipo Loft, luminoso y fresco, con excelentes terminaciones. Baño precioso. Ventanas doble vidrio. Balcón corrido con sol de tarde . Cocina con buen diseño y lugar de guardado, espacio para lava ropas. Cochera. Bajas Expensas ! Coordinar visita *** Contacto: Celular: 1561534481 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario;Departamento;Venta
17/10/2019;22/10/2019;17/10/2019;-34.57383455;-58.45037784;Argentina;Capital Federal;Belgrano;1;1;1;43;37;151500;USD;Precioso departamento a Estrenar  con Cochera ;Original Fresco y Moderno Edificio , Ubicado cerca de Av. Córdoba, de Jorge Newbery y  a metros de Cramer y  Federico Lacroze. Para visitas Contactar a Marta: Celular: 1561534481- Excelente Oportunidad para vivir o para renta !!El departamento tiene 36,8 metros fácilmente divisible,  o para usar tipo Loft, luminoso y fresco, con excelentes terminaciones. Baño precioso. Ventanas doble vidrio. Balcón corrido con sol de tarde . Cocina con buen diseño y lugar de guardado, espacio para lava ropas. Cochera. Bajas Expensas ! Coordinar visita *** Contacto: Celular: 1561534481 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario;Departamento;Venta
17/10/2019;31/12/9999;17/10/2019;-34.5626611;-58.4653506;Argentina;Capital Federal;Belgrano;2;1;1;41;41;125600;USD;Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura;Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.;Departamento;Venta
17/10/2019;30/10/2019;17/10/2019;-34.5626611;-58.4653506;Argentina;Capital Federal;Belgrano;2;1;1;41;31;146000;USD;Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura;Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5626611;-58.4653506;Argentina;Capital Federal;Belgrano;2;1;1;41;41;130700;USD;Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura;Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.;Departamento;Venta
